Manipulation Type,Manipulation Parameters,Recognition Algorithm,Min Faces Per Person,Number of Distinct Faces,Chance Rate,Train Accuracy,Test Accuracy,Training Time,Testing Time
dfi,{'transform': 'Senior'},VGG_FACE,20,62,0.016129032258064516,"{'k=1': 1.0, 'k=3': 0.54838709677419351, 'k=5': 0.478494623655914, 'k=7': 0.45161290322580644}","{'k=1': 0.15171288743882544, 'k=3': 0.14681892332789559, 'k=5': 0.15497553017944535, 'k=7': 0.15660685154975529}",10.016043,25.624207000000006
dfi,{'transform': 'Mustache'},VGG_FACE,20,62,0.016129032258064516,"{'k=1': 1.0, 'k=3': 0.54838709677419351, 'k=5': 0.478494623655914, 'k=7': 0.45161290322580644}","{'k=1': 0.19902120717781402, 'k=3': 0.18760195758564438, 'k=5': 0.19249592169657423, 'k=7': 0.18760195758564438}",10.016043,25.847668
